c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63
A216,16,0,1,1,156,74,1,1,2,8,1,1,0,1,2,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,4,1,1,3,1,1,0,2,0,0,1,0,1,1,0,1,0,2,0,1,1
A217,17,0,0,0,183,105,0,0,2,7,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,2,0,1,1,0,1,0,8,0,0,1,0,1,1,0,1,0,3,1,1,1
A218,21,0,1,1,162,68,1,1,1,8,0,1,0,1,2,99,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,6,1,0,3,0,1,0,4,0,0,0,0,1,1,0,1,1,3,0,1,1
A219,19,0,1,1,165,83,1,1,0,7,1,0,1,1,2,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,7,0,0,3,0,0,1,2,1,1,0,0,0,1,0,0,1,2,0,0,1
A220,18,1,1,0,168,143,1,1,0,8,1,1,0,0,1,1,99,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,7,0,0,3,0,1,0,7,0,0,1,1,1,2,0,1,1,2,1,0,1
A221,16,0,1,0,160,156,0,0,1,6,0,0,1,0,1,0,99,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,4,1,1,1,1,1,3,0,0,0,1,1,0,1
A222,21,1,0,1,169,88,0,0,0,8,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,7,0,0,3,0,1,0,10,0,0,1,0,0,0,1,1,0,2,0,1,1
A223,18,1,0,0,187,92,1,1,2,9,1,1,0,1,2,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,4,0,0,3,0,1,0,6,0,0,0,1,0,1,0,1,0,1,1,1,1
A224,23,1,0,1,151,82,0,0,2,7,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,3,0,0,3,1,1,0,3,0,0,1,1,1,2,0,1,1,3,0,0,1
A225,18,0,1,0,182,108,0,0,0,7,1,1,0,0,1,1,99,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,3,0,1,0,6,0,0,1,1,0,1,0,1,1,1,1,1,1
A226,16,0,0,1,188,81,1,1,2,6,1,1,1,1,2,1,99,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,5,1,1,1,0,0,1,5,1,1,0,0,1,2,0,1,0,2,0,1,0
A227,16,0,1,1,179,110,0,0,2,7,1,1,0,1,2,99,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,3,1,1,0,6,0,0,1,0,1,1,0,1,0,3,0,1,1
A228,20,0,1,1,156,126,1,1,0,8,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,3,0,1,0,7,0,0,0,0,1,1,0,0,0,1,1,1,1
A229,23,0,1,1,188,114,1,1,1,7,0,1,1,0,1,99,99,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,5,1,0,3,0,0,1,7,1,1,1,0,0,1,0,1,1,3,0,1,1
A230,24,0,1,1,183,153,1,1,0,8,1,1,0,1,2,99,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,3,1,1,0,6,0,0,0,1,1,2,0,1,1,3,1,1,1
A231,23,1,1,0,144,88,1,1,1,8,0,1,0,1,2,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,5,1,1,3,1,1,0,8,0,0,0,0,0,0,0,1,0,1,0,0,1
A232,20,0,1,0,196,69,0,0,0,8,1,1,0,1,2,99,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,7,1,1,3,1,1,0,1,0,0,0,1,1,2,0,1,1,3,0,1,1
A233,16,1,1,0,171,141,0,0,2,8,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,7,1,0,1,0,1,0,8,0,0,1,0,0,0,0,0,1,2,0,1,1
A234,17,0,1,0,171,147,1,1,2,7,1,1,1,1,2,0,99,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,2,0,1,3,1,0,1,6,1,1,1,0,0,1,0,1,1,2,1,0,1
A235,17,0,0,0,180,156,0,0,0,9,1,1,1,1,2,99,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,4,0,1,3,1,0,1,6,1,1,0,1,0,2,0,1,0,2,1,1,1
A236,16,1,0,0,191,146,0,0,0,8,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,5,0,1,3,1,0,1,1,1,1,0,1,0,2,0,1,1,1,0,1,1
A237,17,0,1,0,179,67,1,1,0,7,1,1,0,1,2,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,7,1,0,3,1,1,0,1,0,0,1,0,1,1,0,1,0,3,1,0,1
A238,18,1,0,1,142,135,0,0,0,8,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,2,0,0,3,1,1,0,6,0,0,1,0,0,0,1,1,1,3,1,0,1
A239,21,0,1,0,190,118,1,1,0,7,1,1,0,1,2,1,99,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,2,1,1,3,0,1,0,7,0,0,0,1,0,1,0,1,1,1,0,1,1
A240,23,0,1,0,153,104,0,0,1,8,0,0,0,1,2,99,99,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,5,1,1,3,0,1,0,7,0,0,0,1,0,1,0,0,1,1,0,0,1
A241,18,1,1,1,187,140,1,1,1,9,0,1,1,0,1,0,99,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,7,0,1,2,1,0,1,1,1,1,1,0,0,1,0,1,1,3,0,0,1
A242,21,1,0,1,148,54,0,0,0,8,1,1,1,0,1,99,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,6,0,1,3,0,0,1,2,1,1,1,0,0,1,1,1,1,1,1,1,0
A243,18,1,1,1,199,92,1,1,1,8,0,1,0,0,1,0,99,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,5,0,1,3,0,1,0,10,0,0,1,1,0,1,0,1,0,1,0,1,0
A244,23,1,1,0,167,85,1,1,2,7,1,0,0,1,2,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,3,0,1,0,5,0,0,0,0,1,1,0,0,1,2,1,1,1
A245,19,1,0,1,164,71,1,1,0,8,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,5,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,3,1,0,1
A246,19,0,1,0,185,102,1,1,1,8,0,1,0,0,1,99,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,6,0,1,3,1,1,0,8,0,0,1,1,1,2,0,1,0,3,1,0,0
A247,17,1,0,0,164,160,0,0,1,7,0,1,1,1,2,1,99,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,3,0,0,1,9,1,1,0,1,1,3,1,1,0,2,1,0,0
A248,17,1,0,1,142,71,1,1,0,7,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,3,0,1,3,0,0,1,10,1,1,1,1,0,2,0,1,0,2,0,0,1
A249,23,0,1,1,172,62,0,0,1,6,0,0,1,1,2,99,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,5,0,1,2,0,0,1,3,1,1,1,0,1,2,0,0,0,2,1,1,1
A250,18,0,1,0,157,56,0,0,0,7,1,1,1,1,2,99,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,6,1,1,3,1,0,1,2,1,1,1,0,1,2,0,1,1,3,1,1,0
A251,19,1,0,1,155,57,0,0,1,3,0,1,0,1,2,99,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,3,0,0,3,1,1,0,4,0,0,1,1,1,2,0,1,1,1,1,0,0
A252,20,0,1,1,167,153,0,0,1,6,0,1,0,0,1,99,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,3,1,1,0,1,0,0,0,1,0,1,0,1,0,3,1,1,0
A253,18,0,1,0,164,126,1,1,2,3,1,1,1,1,2,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,3,1,0,1,1,0,1,6,1,1,1,0,0,1,0,1,1,2,1,1,0
A254,17,0,0,1,189,125,0,0,2,4,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,6,0,1,3,0,0,1,9,1,1,0,1,1,3,0,1,0,2,0,1,0
A255,19,1,0,0,161,145,0,0,0,8,1,0,0,0,1,1,99,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,4,1,0,3,1,1,0,2,0,0,0,1,1,2,0,0,1,2,0,0,0
A256,21,0,0,0,155,71,0,0,2,4,1,1,0,0,1,99,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,6,1,1,3,0,1,0,1,0,0,1,1,0,1,1,1,1,3,1,0,0
A257,20,1,0,0,171,118,0,0,2,7,1,0,0,0,1,0,99,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,5,1,1,3,1,1,0,2,0,0,1,1,1,2,0,0,0,2,0,0,0
A258,23,0,0,1,154,92,1,1,1,5,0,1,1,0,1,99,99,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,6,0,0,3,0,0,1,2,1,1,0,1,0,2,0,1,1,1,0,1,0
A259,23,1,1,1,179,83,0,0,2,8,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,7,1,0,3,0,0,1,4,1,1,1,0,1,2,0,0,0,1,1,0,0
A260,18,1,1,1,170,115,1,1,0,6,1,1,1,1,2,0,99,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,2,1,0,3,0,0,1,10,1,1,1,0,1,2,0,1,1,1,1,1,0
A261,17,1,0,0,184,106,0,0,0,8,1,1,1,1,2,0,99,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,3,1,0,1,1,1,1,0,1,0,2,0,1,1,1,1,0,1
A262,21,0,0,1,191,68,1,1,1,9,0,0,1,1,2,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,4,0,0,3,1,0,1,5,1,1,0,0,1,2,0,0,0,1,0,0,1
A263,17,0,1,1,162,58,1,1,0,5,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,3,0,1,1,1,0,1,8,1,1,1,1,0,2,0,1,1,1,0,0,0
A264,18,0,0,1,178,138,1,1,2,4,1,1,1,0,1,99,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,6,1,1,1,0,0,1,10,1,1,1,0,0,1,0,1,1,1,0,1,0
A265,20,1,0,0,157,60,1,1,1,7,0,1,0,1,2,1,99,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,3,0,0,3,0,1,0,9,0,0,0,1,0,1,0,1,0,3,1,1,0
A266,17,1,1,0,184,83,1,1,2,4,1,0,1,0,1,99,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,3,0,1,1,0,0,1,3,1,1,1,1,1,3,0,0,0,1,0,1,0
A267,17,0,1,1,160,51,0,0,2,9,1,1,0,0,1,1,99,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,5,1,0,1,0,1,0,4,0,0,0,1,0,1,0,1,0,3,0,0,0
A268,24,1,0,1,184,153,1,1,0,4,0,1,1,0,1,99,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,2,0,1,2,0,0,1,5,1,1,1,1,1,3,0,1,0,1,0,1,0
A269,17,0,1,1,190,50,0,0,2,5,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,3,0,0,3,1,0,1,4,1,1,0,1,0,2,0,1,0,3,0,0,0
A270,17,1,0,0,189,124,0,0,2,6,1,0,0,0,1,99,99,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,2,1,0,1,1,1,0,8,0,0,0,1,1,2,0,0,1,2,1,1,0
A271,17,1,1,1,186,143,1,1,2,3,1,1,0,0,1,99,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,7,1,0,2,1,1,0,2,0,0,1,0,1,1,0,1,1,2,0,1,0
A272,20,0,1,0,193,61,0,0,2,5,1,1,0,1,2,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,5,1,1,3,1,1,0,1,0,0,1,1,1,2,0,1,0,1,1,0,0
A273,19,0,1,0,195,147,0,0,1,3,0,1,1,0,1,99,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,4,1,0,3,0,0,1,7,1,1,0,1,1,3,0,1,1,1,0,1,0
A274,24,1,0,1,184,152,1,1,2,7,1,1,1,1,2,99,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,7,1,1,3,0,0,1,3,1,1,0,1,0,2,0,1,1,1,1,1,0
A275,24,0,0,0,141,80,0,0,2,4,1,1,0,0,1,0,99,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,2,0,1,0,3,0,0,0,0,1,1,0,1,0,2,1,1,1
A276,20,1,1,0,147,67,0,0,1,8,0,0,1,1,2,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,7,0,0,3,0,0,1,3,1,1,0,1,0,2,0,0,1,3,0,0,1
A277,19,0,1,1,151,62,0,0,0,6,1,1,0,0,1,99,99,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,7,0,1,3,1,1,0,10,0,0,1,1,0,1,0,1,0,2,1,0,0
A278,17,1,1,0,160,124,1,1,0,5,1,1,0,1,2,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,3,1,1,0,7,0,0,0,1,1,2,0,1,1,1,1,0,0
A279,18,1,0,0,185,60,0,0,1,6,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,7,0,0,2,0,0,1,5,1,1,1,1,1,3,0,1,1,1,1,1,0
A280,21,1,1,1,163,63,0,0,2,3,1,1,0,0,1,0,99,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,3,0,1,0,8,0,0,0,1,1,2,0,1,0,3,1,0,0
A281,18,0,1,0,174,95,1,1,2,9,1,1,0,1,2,1,99,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,6,1,1,2,0,1,0,5,0,0,1,0,0,0,0,1,1,3,0,0,1
A282,18,0,1,1,178,142,0,0,1,9,0,0,1,1,2,0,99,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,5,1,1,3,1,0,1,8,1,1,0,0,1,2,0,0,0,1,1,0,1
A283,18,0,0,1,154,96,0,0,1,5,0,1,1,1,2,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,2,1,1,3,0,0,1,9,1,1,1,1,0,2,1,1,0,3,0,0,1
A284,17,0,0,0,176,87,1,1,1,4,0,1,0,0,1,99,99,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,5,0,0,1,0,1,0,4,0,0,0,0,1,1,0,1,0,2,1,0,0
A285,21,0,0,0,191,62,1,0,0,8,1,1,1,1,2,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,2,0,0,3,0,0,1,6,1,1,1,0,1,2,0,1,1,1,0,1,1
A286,17,0,1,0,151,154,1,1,2,8,1,0,0,0,1,99,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,3,0,1,2,1,1,0,9,0,0,0,1,1,2,0,0,1,2,0,0,1
A287,18,0,0,1,182,149,1,1,0,3,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,3,1,0,1,0,1,0,4,0,0,1,1,0,1,1,1,0,2,0,0,0
A288,16,0,0,1,197,72,0,0,0,7,1,1,1,1,2,1,99,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,2,1,0,3,1,0,1,1,1,1,1,1,1,3,0,1,1,2,1,1,1
A289,18,0,0,0,146,138,0,0,0,4,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,3,1,1,0,6,0,0,0,1,0,1,0,0,1,2,0,1,1
A290,18,1,0,0,157,66,1,1,1,5,0,0,1,0,1,0,99,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,2,0,1,3,0,0,1,8,1,1,0,0,1,2,0,0,1,3,0,1,1
A291,16,0,1,0,150,50,1,1,1,9,0,1,1,0,1,1,99,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,3,1,1,3,1,0,1,10,1,1,1,1,1,3,0,1,0,1,0,0,1
A292,23,0,1,1,167,58,1,1,1,5,0,1,1,1,2,99,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,2,1,1,3,0,0,1,8,1,1,0,1,1,3,0,1,1,2,1,1,0
A293,18,1,1,0,180,70,0,0,1,4,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,7,0,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,2,1,1,1
A294,18,0,1,1,183,76,0,0,1,4,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,2,1,0,3,1,0,1,3,1,1,1,0,0,1,0,0,1,1,1,1,1
A295,18,0,0,0,183,87,0,0,1,4,0,1,1,0,1,99,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,4,1,0,3,1,0,1,2,1,1,1,0,1,2,0,1,1,3,0,0,1
A296,17,1,0,0,152,154,1,1,2,4,1,1,1,0,1,99,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,3,0,0,1,8,1,1,0,0,0,1,0,1,0,1,1,0,1
A297,20,1,1,1,164,71,1,1,0,3,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,2,0,1,3,0,0,1,1,1,1,0,0,0,1,0,1,1,3,1,1,0
A298,20,1,1,0,169,136,0,0,2,7,1,1,0,1,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,3,0,1,3,0,1,0,2,0,0,1,1,1,2,0,1,1,3,0,0,1
A299,21,1,1,1,149,61,1,1,2,3,1,1,1,1,2,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,7,1,1,3,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
A300,21,1,1,1,163,137,0,0,1,9,0,0,1,1,2,99,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,2,1,0,1,6,1,1,0,1,1,3,0,0,1,2,0,1,0
A301,18,1,1,0,195,104,1,1,1,9,0,0,1,0,1,99,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,3,1,0,1,6,1,1,0,1,0,2,0,0,1,1,0,1,0
A302,18,1,0,0,148,141,0,0,2,5,1,0,1,0,1,0,99,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,2,1,0,3,1,0,1,6,1,1,0,0,1,2,0,0,0,2,0,0,1
A303,19,1,0,1,165,143,1,1,1,7,0,1,0,1,2,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,6,1,1,1,0,1,0,5,0,0,0,0,0,0,1,1,0,1,1,0,1
A304,20,0,1,1,146,123,1,1,2,6,1,0,0,0,1,99,99,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,6,1,0,3,1,1,0,2,0,0,1,1,0,1,0,0,1,3,0,1,0
A305,20,0,1,1,179,56,0,0,2,5,1,0,1,0,1,0,99,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,5,1,0,3,1,0,1,7,1,1,0,1,1,3,1,0,0,3,0,0,0
A306,20,0,1,0,177,101,0,0,0,7,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,7,0,0,3,1,1,0,7,0,0,0,0,0,0,0,0,0,2,0,1,0
A307,14,1,1,1,169,98,1,1,2,6,1,1,1,0,1,99,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,4,1,0,1,1,0,1,1,1,1,1,1,0,2,1,1,1,2,1,1,0
A308,18,0,0,1,162,64,1,1,1,4,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,7,1,1,3,1,0,1,4,1,1,1,1,1,3,0,1,0,3,0,0,0
A309,18,0,1,1,162,130,0,0,2,9,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,5,1,1,3,1,1,0,1,0,0,0,1,1,2,0,1,0,1,0,0,1
A310,18,1,0,0,195,61,1,0,2,8,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,4,1,0,2,0,1,0,8,0,0,1,1,1,2,0,1,1,2,1,0,1
A311,18,1,1,1,140,146,1,1,1,7,0,1,0,0,1,99,99,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,2,0,1,0,7,0,0,0,1,0,1,1,1,0,2,1,1,1
A312,19,1,0,0,186,146,0,0,1,4,0,1,0,0,1,99,99,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,3,1,0,2,0,1,0,3,0,0,0,1,1,2,0,1,0,3,1,0,1
A313,19,0,0,0,180,59,1,1,0,6,1,1,1,1,2,99,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,6,0,1,3,1,0,1,9,1,1,0,0,0,1,1,1,0,1,1,1,0
A314,22,1,1,1,188,141,0,0,0,7,1,0,0,0,1,99,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,2,1,0,3,1,1,0,9,0,0,1,1,0,1,0,0,1,1,1,0,1
A315,20,1,1,1,187,130,0,0,2,6,1,1,0,0,1,0,99,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,7,1,1,3,0,1,0,10,0,0,0,1,1,2,1,1,1,2,1,1,1
A316,23,1,1,0,153,77,0,0,1,7,0,1,0,1,2,99,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,5,0,1,3,0,1,0,2,0,0,1,0,0,0,0,1,0,2,1,1,1
A317,18,1,0,1,178,79,0,0,2,4,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,2,0,1,3,0,0,1,3,1,1,1,0,1,2,0,1,0,2,1,1,1
A318,18,1,0,0,163,154,0,0,2,7,1,1,1,1,2,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,3,0,0,1,2,1,1,1,0,1,2,0,1,0,1,1,1,1
A319,19,0,1,1,150,97,0,0,0,4,0,1,1,1,2,99,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,3,1,0,1,4,1,1,0,0,1,2,0,1,0,1,0,0,1
A320,18,0,1,0,179,127,1,1,2,9,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,6,1,1,3,0,0,1,10,1,1,1,1,1,3,0,1,1,3,0,1,1
A321,19,1,1,1,165,62,0,0,1,6,0,1,1,1,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,4,1,0,2,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1
A322,19,0,0,0,168,158,1,1,2,7,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,1,0,3,1,0,1,8,1,1,0,0,0,1,1,1,0,1,0,0,1
A323,18,0,0,0,153,133,0,0,0,5,1,1,1,0,1,0,99,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,2,0,0,2,1,0,1,7,1,1,1,0,1,2,1,1,1,1,1,0,1
